Id,MSSubClass,MSZoning,LotFrontage,LotArea,Utilities,Neighborhood,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,Foundation,BsmtExposure,Electrical,BsmtFullBath,BsmtHalfBath,BedroomAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageCars,GarageArea,PavedDrive,PoolArea,Fence,YrSold,SalePrice
1139,50,RL,82.0,16376,AllPub,Edwards,Norm,1Fam,1.5Fin,5,1925,1950,Gable,CBlock,No,SBrkr,1.0,0.0,3,TA,Typ,1,Detchd,2.0,603.0,N,0,,2007,136282.9971489678
1140,60,RL,83.0,9464,AllPub,CollgCr,Norm,1Fam,2Story,7,1997,1997,Gable,PConc,No,SBrkr,0.0,0.0,4,Gd,Typ,1,Attchd,2.0,648.0,Y,0,,2010,215573.71949302772
1141,20,RL,88.0,9689,AllPub,NAmes,Norm,1Fam,1Story,6,1958,1988,Hip,CBlock,No,SBrkr,1.0,0.0,3,TA,Min1,1,Attchd,1.0,365.0,Y,0,MnPrv,2009,139013.95599832365
1142,60,RL,78.0,11273,AllPub,Sawyer,Norm,1Fam,2Story,6,1978,1978,Hip,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,467.0,Y,0,,2009,172674.38978145013
1143,30,RM,68.0,6413,AllPub,BrkSide,RRNn,1Fam,1Story,4,1927,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,1,Fa,Typ,0,Detchd,1.0,267.0,Y,0,,2008,68769.88803711758
1144,90,RL,72.0,7107,AllPub,SawyerW,Norm,Duplex,1Story,5,1979,1979,Gable,Slab,,SBrkr,0.0,0.0,4,TA,Typ,0,Attchd,2.0,427.0,Y,0,,2009,118869.29513538365
1145,20,RL,68.0,9149,AllPub,Edwards,Norm,1Fam,1Story,5,1957,2006,Hip,PConc,,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,1.0,279.0,Y,0,MnPrv,2007,120055.72859565547
1146,20,RL,68.0,6689,AllPub,Mitchel,Norm,1Fam,1Story,5,1982,2003,Gable,PConc,No,SBrkr,1.0,0.0,2,TA,Typ,0,Detchd,2.0,843.0,Y,0,,2008,138049.50530182474
1147,20,RL,78.0,12287,AllPub,NAmes,Norm,1Fam,1Story,5,1955,1975,Gable,CBlock,Av,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,1.0,337.0,Y,0,,2007,155010.0223597256
1148,20,RL,118.0,14422,AllPub,NridgHt,Norm,1Fam,1Story,8,2007,2007,Gable,PConc,Gd,SBrkr,1.0,0.0,2,Gd,Typ,1,Attchd,3.0,965.0,Y,0,,2007,368266.2850741974
1149,20,RL,,13141,AllPub,Sawyer,Norm,1Fam,1Story,5,1965,1965,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Attchd,1.0,335.0,Y,0,MnPrv,2006,126984.99698268829
1150,160,RM,29.0,1979,AllPub,BrDale,Norm,Twnhs,2Story,6,1973,1973,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,1.0,291.0,Y,0,,2007,113176.3659404456
1151,120,RL,97.0,8321,AllPub,NridgHt,Norm,TwnhsE,1Story,9,2007,2008,Hip,PConc,No,SBrkr,1.0,0.0,2,Ex,Typ,1,Attchd,3.0,971.0,Y,0,,2008,325672.0132513151
1152,20,RL,86.0,10295,AllPub,Somerst,Norm,1Fam,1Story,8,2008,2008,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,3.0,753.0,Y,0,,2009,258120.9905466472
1153,20,RL,78.0,7089,AllPub,NAmes,Norm,1Fam,1Story,5,1960,2002,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Attchd,1.0,281.0,Y,0,MnWw,2007,135003.09574115626
1154,85,RL,,8812,AllPub,NWAmes,Norm,1Fam,SFoyer,6,1969,1969,Gable,PConc,Av,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,2.0,507.0,Y,0,,2007,145753.48670520788
1155,20,RL,86.0,10229,AllPub,NWAmes,Norm,1Fam,1Story,7,1967,1967,Hip,CBlock,No,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,2.0,504.0,Y,0,,2006,171308.39741645392
1156,60,RL,83.0,9562,AllPub,CollgCr,Norm,1Fam,2Story,8,2002,2002,Gable,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,2.0,604.0,Y,0,,2008,237233.13366666844
1157,20,RL,71.0,7589,AllPub,SawyerW,Norm,1Fam,1Story,6,2004,2004,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,0,,0.0,27.0,Y,0,,2009,135613.5859060539
1158,20,RL,76.0,8387,AllPub,Timber,Norm,1Fam,1Story,8,2006,2007,Hip,PConc,Av,SBrkr,0.0,0.0,2,Ex,Typ,1,Attchd,2.0,529.0,Y,0,,2007,246256.3374654557
1159,20,RL,88.0,13689,AllPub,NAmes,Norm,1Fam,1Story,5,1955,1955,Gable,CBlock,No,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,1.0,327.0,Y,0,MnPrv,2006,132907.95643697339
1160,90,RL,73.0,8474,AllPub,Mitchel,Norm,Duplex,1Story,6,1978,1978,Gable,CBlock,Mn,SBrkr,0.0,0.0,4,TA,Typ,0,2Types,2.0,643.0,Y,0,,2006,147276.13078199705
1161,20,RL,86.0,10229,AllPub,NWAmes,Norm,1Fam,1Story,5,1975,1975,Gable,CBlock,No,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,2.0,522.0,Y,0,MnPrv,2006,153531.31409288672
1162,20,RL,68.0,9089,AllPub,NAmes,Norm,1Fam,1Story,4,1971,2006,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,603.0,Y,0,GdWo,2009,123419.88864777946
1163,20,RL,79.0,9267,AllPub,CollgCr,Norm,1Fam,1Story,8,2007,2007,Gable,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,3.0,897.0,Y,0,,2007,240482.52219541697
1164,60,RL,83.0,10214,AllPub,Mitchel,Norm,1Fam,2Story,8,2000,2001,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,BuiltIn,3.0,669.0,Y,0,,2009,246309.86001747742
1165,50,RL,80.0,7911,AllPub,Edwards,Norm,1Fam,1.5Fin,6,1915,1950,Gable,BrkTil,No,FuseF,0.0,0.0,3,TA,Typ,0,Detchd,2.0,555.0,N,0,GdPrv,2006,93823.18328988942
1166,30,RM,56.0,5836,AllPub,OldTown,Norm,1Fam,1Story,3,1920,1950,Gable,PConc,No,SBrkr,0.0,0.0,2,Fa,Typ,0,Detchd,1.0,277.0,N,0,,2006,73198.06229060673
1167,50,RM,58.0,8724,AllPub,BrkSide,Norm,1Fam,1.5Fin,5,1948,2001,Gable,CBlock,No,SBrkr,1.0,0.0,2,TA,Min1,0,Detchd,1.0,267.0,Y,0,MnPrv,2008,127205.03821399584
1168,20,RL,73.0,8539,AllPub,CollgCr,Norm,1Fam,1Story,7,2004,2004,Gable,PConc,Mn,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,2.0,511.0,Y,0,,2008,210114.05878248252
1169,20,RL,78.0,10608,AllPub,Edwards,Norm,1Fam,1Story,5,1955,1999,Hip,CBlock,Mn,SBrkr,0.0,1.0,3,Gd,Typ,0,Attchd,1.0,315.0,Y,0,,2006,132515.2361634104
1170,120,FV,,4306,AllPub,Somerst,Norm,TwnhsE,1Story,6,2008,2008,Gable,PConc,No,SBrkr,1.0,0.0,1,Gd,Typ,1,Attchd,2.0,668.0,Y,0,,2009,190249.8461806508
1171,60,RL,,9059,AllPub,NAmes,Norm,1Fam,2Story,5,1965,1965,Gable,CBlock,No,SBrkr,0.0,0.0,4,TA,Typ,1,Attchd,2.0,576.0,Y,0,MnPrv,2009,175754.01291918874
1172,20,RL,72.0,6499,AllPub,Edwards,Norm,1Fam,1Story,4,1959,1959,Gable,CBlock,No,FuseA,0.0,0.0,3,TA,Typ,0,Detchd,1.0,347.0,Y,0,MnPrv,2009,97832.6520330468
1173,120,FV,43.0,4198,AllPub,Somerst,Norm,TwnhsE,1Story,9,1999,2000,Gable,PConc,Av,SBrkr,1.0,0.0,2,Ex,Typ,1,Attchd,2.0,511.0,Y,0,,2008,252732.53600138216
1174,60,RL,,8972,AllPub,SawyerW,Norm,1Fam,2Story,7,1988,1988,Gable,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,2.0,646.0,Y,0,GdPrv,2007,222318.5677919097
1175,75,RM,83.0,13589,AllPub,OldTown,PosA,1Fam,2.5Unf,10,1893,2000,Gable,BrkTil,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Detchd,2.0,907.0,Y,0,,2008,325119.72646181023
1176,90,RH,90.0,7225,AllPub,Crawfor,Norm,Duplex,2Story,6,1946,1950,Gable,CBlock,No,FuseF,0.0,0.0,4,TA,Typ,0,Attchd,2.0,519.0,Y,0,,2007,145043.41894697113
1177,60,FV,93.0,11092,AllPub,Somerst,Norm,1Fam,2Story,10,2008,2008,Gable,PConc,Av,SBrkr,1.0,0.0,3,Ex,Typ,1,Attchd,3.0,839.0,Y,0,,2009,310001.67247206025
1178,30,RM,58.0,8724,AllPub,BrkSide,Norm,1Fam,1Story,5,1925,1950,Hip,BrkTil,No,SBrkr,1.0,0.0,2,TA,Typ,0,Detchd,5.0,1211.0,P,0,,2009,122032.83753813012
1179,85,RL,,10016,AllPub,NWAmes,Norm,1Fam,SFoyer,7,1976,1976,Gable,CBlock,Gd,SBrkr,1.0,0.0,2,TA,Typ,1,Attchd,2.0,623.0,Y,0,,2006,169378.23564682892
1180,50,RM,72.0,11156,AllPub,IDOTRR,Norm,1Fam,1.5Fin,2,1939,1950,Gable,BrkTil,,SBrkr,0.0,0.0,1,TA,Maj2,0,Detchd,1.0,283.0,N,0,,2007,60703.95096511629
1181,20,RL,83.0,9464,AllPub,Edwards,Norm,1Fam,1Story,4,1954,1954,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,531.0,Y,0,,2006,138278.70780592415
1182,20,RL,98.0,11337,AllPub,CollgCr,Norm,1Fam,1Story,9,2002,2002,Hip,PConc,Av,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,3.0,729.0,Y,0,,2007,285139.6250805938
1183,20,RL,,9245,AllPub,NWAmes,Norm,1Fam,1Story,6,1968,1968,Hip,CBlock,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,489.0,Y,0,,2009,185912.1462045917
1184,20,RL,,15724,AllPub,Edwards,Norm,1Fam,1Story,4,1954,1954,Gable,CBlock,,SBrkr,0.0,0.0,2,TA,Mod,0,Attchd,2.0,525.0,Y,0,,2009,104626.1907386478
1185,80,RL,102.0,7908,AllPub,Edwards,Norm,1Fam,SLvl,6,1976,1976,Gable,CBlock,Av,SBrkr,1.0,0.0,3,TA,Typ,1,Detchd,2.0,699.0,Y,0,MnPrv,2010,107042.76921009673
1186,30,RL,75.0,4942,AllPub,SWISU,Norm,1Fam,1Story,5,1924,1999,Gable,BrkTil,Mn,FuseA,0.0,0.0,2,Fa,Typ,1,Detchd,1.0,287.0,Y,0,MnPrv,2010,114261.19278720816
1187,30,RL,93.0,19639,AllPub,Edwards,Norm,1Fam,1Story,5,1940,2007,Flat,PConc,Gd,SBrkr,1.0,0.0,2,Fa,Typ,2,,0.0,27.0,Y,0,,2008,163318.73665300416
1188,120,RL,76.0,7909,AllPub,NridgHt,Norm,TwnhsE,1Story,9,2007,2007,Hip,PConc,No,SBrkr,0.0,0.0,2,Ex,Typ,1,Attchd,2.0,644.0,Y,0,,2007,318294.03217089403
1189,50,RM,48.0,5525,AllPub,IDOTRR,Norm,1Fam,1.5Fin,4,1922,2007,Gable,BrkTil,No,SBrkr,1.0,0.0,3,Gd,Typ,0,Detchd,1.0,267.0,N,0,MnPrv,2010,125697.48252093953
1190,60,RL,,7561,AllPub,NAmes,Norm,1Fam,2Story,7,1972,2004,Gable,CBlock,No,SBrkr,1.0,0.0,4,Gd,Typ,0,Attchd,2.0,511.0,Y,0,,2007,184079.21021062406
1191,20,RL,,25574,AllPub,Crawfor,Norm,1Fam,1Story,6,1960,1960,Gable,CBlock,Mn,SBrkr,0.0,0.0,3,TA,Typ,3,Attchd,2.0,607.0,Y,0,,2007,203262.40392569377
1192,20,RL,76.0,9660,AllPub,Edwards,Norm,1Fam,1Story,5,1956,1956,Gable,CBlock,Av,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,1.0,623.0,Y,0,,2010,129213.06215858759
1193,20,RL,82.0,12484,AllPub,Mitchel,Norm,1Fam,1Story,5,1984,1984,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Attchd,2.0,511.0,Y,0,,2008,125655.74322157905
1194,45,RL,68.0,9689,AllPub,NAmes,Norm,1Fam,1.5Unf,5,1949,2003,Gable,CBlock,No,SBrkr,0.0,1.0,2,Gd,Typ,0,Detchd,2.0,603.0,Y,0,,2007,135395.11460647886
1195,50,RL,88.0,8569,AllPub,NAmes,Norm,1Fam,1.5Fin,5,1947,1950,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Detchd,1.0,363.0,Y,0,,2008,118749.92370548855
1196,85,RL,93.0,10714,AllPub,NWAmes,Norm,1Fam,SFoyer,7,1974,1974,Gable,CBlock,Gd,SBrkr,1.0,0.0,3,Gd,Typ,2,Attchd,2.0,555.0,Y,0,MnPrv,2010,170161.6291965148
1197,50,RL,59.0,6910,AllPub,Crawfor,Norm,1Fam,1.5Fin,6,1921,2005,Gable,BrkTil,No,SBrkr,0.0,0.0,2,TA,Typ,1,Detchd,1.0,267.0,P,0,,2007,152669.37508155906
1198,160,RM,50.0,4053,AllPub,MeadowV,Norm,TwnhsE,2Story,6,1973,1973,Gable,CBlock,No,SBrkr,1.0,0.0,5,TA,Maj1,1,Attchd,2.0,603.0,Y,0,GdPrv,2006,151461.15653260745
1199,20,RL,73.0,8618,AllPub,SawyerW,Norm,1Fam,1Story,7,2001,2001,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,554.0,Y,0,,2009,189093.941341553
1200,60,FV,83.0,9464,AllPub,Somerst,Norm,1Fam,2Story,7,2003,2004,Gable,PConc,No,SBrkr,0.0,0.0,4,Gd,Typ,1,BuiltIn,2.0,642.0,Y,0,,2009,263154.7984237011
1201,50,RL,68.0,9149,AllPub,Edwards,Norm,1Fam,1.5Fin,6,1939,1950,Gable,BrkTil,Mn,SBrkr,0.0,0.0,2,TA,Typ,0,Detchd,1.0,307.0,P,0,MnPrv,2009,105029.0676428521
1202,70,RM,67.0,5959,AllPub,BrkSide,Feedr,1Fam,2Story,6,1900,2000,Gable,BrkTil,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,1.0,227.0,Y,0,MnPrv,2008,118149.71323392437
1203,70,RM,68.0,9689,AllPub,OldTown,Norm,1Fam,2Story,7,1928,2005,Gambrel,BrkTil,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Detchd,2.0,387.0,N,0,,2008,161003.9941066766
1204,60,RL,98.0,11456,AllPub,CollgCr,Norm,1Fam,2Story,8,2002,2002,Gable,PConc,Mn,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,2.0,613.0,Y,0,,2006,255018.8276494617
1205,20,RM,68.0,6089,AllPub,OldTown,Norm,2fmCon,1Story,4,1953,1953,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Min2,0,Detchd,2.0,603.0,Y,0,,2009,93002.82644780295
1206,50,RL,53.0,8337,AllPub,Edwards,Norm,1Fam,1.5Fin,4,1922,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,3,TA,Typ,1,,0.0,27.0,N,0,,2006,85548.09007794765
1207,60,RL,78.0,8839,AllPub,CollgCr,Norm,1Fam,2Story,7,1994,1995,Gable,PConc,No,SBrkr,1.0,0.0,4,Gd,Typ,1,Attchd,2.0,520.0,Y,0,,2008,210380.54794957375
1208,20,RL,68.0,8519,AllPub,CollgCr,Norm,1Fam,1Story,5,1978,1978,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,,0.0,27.0,Y,0,,2009,124069.46411588557
1209,20,RL,108.0,17589,AllPub,Crawfor,Norm,1Fam,1Story,6,1954,1954,Gable,PConc,Av,SBrkr,1.0,0.0,3,TA,Typ,2,Basment,2.0,603.0,Y,0,,2009,207782.71868993473
1210,80,RL,,10236,AllPub,Gilbert,Norm,1Fam,SLvl,6,1994,1994,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,1,BuiltIn,2.0,425.0,Y,0,MnPrv,2007,174903.4795430008
1211,85,RL,78.0,8534,AllPub,CollgCr,Norm,1Fam,SFoyer,5,1972,2007,Gable,CBlock,Av,SBrkr,1.0,0.0,2,TA,Typ,0,Detchd,2.0,423.0,Y,0,MnPrv,2009,133148.1825923221
1212,80,RL,74.0,19344,AllPub,SawyerW,Norm,1Fam,SLvl,6,1983,1983,Gable,CBlock,Av,SBrkr,0.0,0.0,2,Gd,Min2,1,Attchd,2.0,603.0,Y,0,,2009,154367.7139772252
1213,20,RL,115.0,14539,AllPub,NridgHt,Norm,1Fam,1Story,9,2006,2007,Gable,PConc,Gd,SBrkr,0.0,0.0,3,Ex,Typ,1,Attchd,3.0,759.0,Y,0,,2007,415457.6578227617
1214,20,RL,79.0,9319,AllPub,NAmes,Norm,1Fam,1Story,5,1965,1998,Hip,CBlock,Mn,SBrkr,1.0,0.0,1,Gd,Typ,0,Detchd,2.0,911.0,Y,0,MnPrv,2006,146220.64154789498
1215,60,RL,,12980,AllPub,Gilbert,Norm,1Fam,2Story,8,2002,2002,Gable,PConc,No,SBrkr,1.0,0.0,4,Gd,Typ,1,BuiltIn,3.0,671.0,Y,0,,2009,256401.71424288218
1216,20,RL,93.0,10054,AllPub,Somerst,Norm,1Fam,1Story,7,2007,2007,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,507.0,Y,0,,2007,226052.39690987632
1217,30,RM,55.0,4697,AllPub,OldTown,Norm,1Fam,1Story,4,1945,1950,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Attchd,1.0,247.0,Y,0,,2010,80256.85363610179
1218,50,C (all),60.0,5239,AllPub,IDOTRR,Norm,1Fam,1.5Fin,4,1910,2000,Gable,PConc,No,FuseA,0.0,0.0,2,TA,Typ,0,Detchd,1.0,222.0,N,0,,2008,69123.10846091885
1219,30,RM,78.0,5773,AllPub,OldTown,Norm,1Fam,1Story,6,1930,2005,Hip,BrkTil,No,FuseA,0.0,0.0,2,Gd,Typ,0,Detchd,1.0,297.0,N,0,,2006,110027.441640949
1220,60,RL,55.0,10909,AllPub,CollgCr,Norm,1Fam,2Story,7,1999,1999,Gable,PConc,Gd,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,624.0,Y,0,,2007,223744.00173810046
1221,20,RL,190.0,14661,AllPub,Gilbert,Norm,1Fam,1Story,7,2004,2004,Hip,PConc,Av,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,3.0,657.0,Y,0,,2007,259009.14552222894
1222,60,RL,68.0,8327,AllPub,Gilbert,Norm,1Fam,2Story,6,1997,1998,Gable,PConc,No,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,2.0,427.0,Y,0,,2006,186541.36562688492
1223,50,RM,59.0,6209,AllPub,BrkSide,Norm,1Fam,1.5Fin,5,1938,1950,Gable,BrkTil,No,FuseA,0.0,0.0,3,TA,Typ,1,Detchd,1.0,277.0,Y,0,,2009,135340.74441036573
1224,60,RL,176.0,23346,AllPub,Gilbert,Norm,1Fam,2Story,7,2006,2006,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,BuiltIn,2.0,449.0,Y,0,,2006,274822.74546852935
1225,20,RL,89.0,14356,AllPub,NAmes,Norm,1Fam,1Story,6,1958,1958,Hip,CBlock,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,1.0,339.0,Y,0,,2010,154494.10537346784
1226,80,RL,,10289,AllPub,Sawyer,Norm,1Fam,SLvl,5,1970,1970,Hip,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,0,2Types,3.0,939.0,Y,0,MnPrv,2008,149150.69238493947
1227,160,FV,32.0,2633,AllPub,Somerst,Norm,Twnhs,2Story,7,2005,2005,Gable,PConc,No,SBrkr,0.0,0.0,2,Gd,Typ,0,Detchd,2.0,507.0,Y,0,,2006,147637.99679648541
1228,50,RM,58.0,6089,AllPub,OldTown,Norm,1Fam,1.5Fin,5,1924,1950,Gable,PConc,No,SBrkr,0.0,0.0,5,Gd,Typ,0,Detchd,2.0,477.0,Y,0,MnPrv,2006,136080.9970037506
1229,20,RL,91.0,9938,AllPub,Somerst,Norm,1Fam,1Story,7,2007,2007,Hip,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,3.0,981.0,Y,0,,2007,248412.2105903946
1230,20,RL,93.0,14625,AllPub,Timber,Norm,1Fam,1Story,8,2002,2003,Hip,PConc,Av,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,3.0,835.0,Y,0,,2007,270208.8656278585
1231,20,FV,70.0,7589,AllPub,Somerst,Norm,1Fam,1Story,7,2007,2008,Gable,PConc,No,SBrkr,1.0,0.0,2,Gd,Typ,0,Attchd,2.0,489.0,Y,0,,2008,215059.51447006623
1232,90,RL,68.0,9089,AllPub,NAmes,Norm,Duplex,2Story,5,1974,1974,Gable,CBlock,No,SBrkr,0.0,0.0,4,TA,Typ,0,,0.0,27.0,Y,0,,2009,136269.75547986967
1233,120,RM,,4515,AllPub,CollgCr,Norm,TwnhsE,1Story,6,2004,2004,Gable,PConc,Av,SBrkr,1.0,0.0,1,Gd,Typ,0,Attchd,2.0,447.0,Y,0,,2010,143253.1932545408
1234,85,RL,58.0,7778,AllPub,Mitchel,Norm,1Fam,SFoyer,5,1972,1972,Gable,CBlock,Av,SBrkr,0.0,1.0,2,TA,Typ,0,Detchd,1.0,363.0,Y,0,MnPrv,2009,127708.77138335347
1235,20,RL,,10034,AllPub,Sawyer,Norm,1Fam,1Story,5,1961,1961,Hip,CBlock,No,SBrkr,1.0,0.0,3,TA,Typ,0,Detchd,2.0,599.0,Y,0,,2007,128549.97153707682
1236,20,RL,208.0,43589,AllPub,Mitchel,Norm,1Fam,1Story,3,1953,1953,Gable,CBlock,,SBrkr,0.0,0.0,2,TA,Min1,0,2Types,4.0,1068.0,N,561,GdPrv,2007,153093.63138338595
1237,50,RM,58.0,6149,AllPub,IDOTRR,Norm,1Fam,1.5Fin,4,1939,1950,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,1.0,291.0,P,0,MnPrv,2007,100192.9036677657
1238,60,FV,87.0,10735,AllPub,Somerst,Norm,1Fam,2Story,7,2001,2001,Gable,PConc,No,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,2.0,573.0,Y,0,,2008,224420.08993209642
1239,60,RL,88.0,9517,AllPub,Somerst,Norm,1Fam,2Story,8,2007,2008,Hip,PConc,Av,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,3.0,907.0,Y,0,,2008,283289.4239639577
1240,60,RL,88.0,12524,AllPub,CollgCr,Norm,1Fam,2Story,7,2001,2001,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,591.0,Y,0,,2008,231555.37129451393
1241,60,RL,,9426,AllPub,CollgCr,Norm,1Fam,2Story,7,1997,1998,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,540.0,Y,0,,2010,195042.56405929386
1242,60,RL,85.0,11287,AllPub,StoneBr,Norm,1Fam,2Story,9,2005,2007,Hip,PConc,No,SBrkr,0.0,0.0,4,Ex,Typ,1,BuiltIn,3.0,683.0,Y,0,,2008,325010.3555054991
1243,20,RL,,12431,AllPub,NAmes,Norm,1Fam,1Story,5,1960,1978,Hip,CBlock,No,SBrkr,0.0,0.0,3,TA,Min1,1,Attchd,1.0,313.0,Y,0,GdWo,2007,140000.3418924913
1244,60,RL,67.0,9260,AllPub,Gilbert,Norm,1Fam,2Story,7,2004,2005,Gable,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,460.0,Y,0,,2006,191310.89694427975
1245,20,RL,101.0,12388,AllPub,NWAmes,Norm,1Fam,1Story,7,1978,1985,Gable,CBlock,No,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,2.0,690.0,Y,0,,2007,207740.00392198292
1246,60,RL,78.0,9459,AllPub,SawyerW,Norm,1Fam,2Story,6,1992,1993,Gable,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,2.0,489.0,Y,0,,2006,183605.52031841522
1247,20,RL,73.0,10905,AllPub,CollgCr,Norm,1Fam,1Story,9,2008,2008,Gable,PConc,Gd,SBrkr,1.0,0.0,3,Ex,Typ,1,Attchd,3.0,873.0,Y,0,,2009,303310.53895205475
1248,180,RM,29.0,1685,AllPub,MeadowV,Norm,Twnhs,SLvl,4,1973,1973,Gable,CBlock,Gd,SBrkr,1.0,0.0,1,TA,Typ,1,BuiltIn,1.0,324.0,Y,0,GdWo,2008,98314.17181694954
1249,120,RL,36.0,7385,AllPub,StoneBr,Norm,TwnhsE,1Story,8,2004,2005,Gable,PConc,Av,SBrkr,1.0,0.0,1,Gd,Typ,1,Attchd,2.0,591.0,Y,0,,2009,336967.85486044746
1250,60,RL,104.0,11720,AllPub,Gilbert,Norm,1Fam,2Story,8,2004,2005,Gable,PConc,Av,SBrkr,0.0,0.0,4,Gd,Typ,1,BuiltIn,3.0,659.0,Y,0,,2006,262271.94607522036
1251,20,RL,,7429,AllPub,NAmes,Norm,1Fam,1Story,4,1971,1971,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Detchd,1.0,711.0,Y,0,,2007,110117.7937891931
1252,20,RM,77.0,5894,AllPub,OldTown,Norm,1Fam,1Story,5,1957,1957,Hip,CBlock,Mn,SBrkr,1.0,1.0,3,Gd,Typ,0,Detchd,2.0,578.0,Y,0,,2010,153037.13324119482
1253,20,RL,68.0,6689,AllPub,NAmes,Norm,1Fam,1Story,5,1962,1962,Hip,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Detchd,1.0,335.0,Y,0,,2009,109570.00181880007
1254,60,RL,,11339,AllPub,CollgCr,Norm,1Fam,2Story,8,2002,2002,Gable,PConc,Mn,SBrkr,0.0,0.0,4,Gd,Typ,1,Attchd,2.0,806.0,Y,0,,2008,255948.10680813823
1255,90,RL,128.0,11225,AllPub,Sawyer,Feedr,Duplex,1Story,6,1964,1964,Gable,CBlock,No,SBrkr,0.0,0.0,4,TA,Typ,0,Detchd,2.0,603.0,Y,0,,2006,157942.38661754227
1256,120,RM,,4524,AllPub,CollgCr,Norm,TwnhsE,1Story,6,2003,2003,Gable,PConc,Av,SBrkr,1.0,0.0,1,Gd,Typ,0,Attchd,2.0,447.0,Y,0,,2009,140030.16054213766
1257,20,RL,116.0,11447,AllPub,NWAmes,Norm,1Fam,1Story,7,1972,1987,Hip,CBlock,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,542.0,Y,0,,2007,208820.02480271301
1258,60,RM,68.0,9869,AllPub,IDOTRR,Norm,1Fam,2Story,7,1950,2005,Gable,CBlock,No,SBrkr,0.0,0.0,4,Gd,Typ,2,Detchd,1.0,326.0,Y,0,,2007,203846.86425474795
